coordinate,in_range
"(120.04095758536197, 30.03436091768191)",False
"(120.00714420688443, 30.06530087963088)",False
"(120.05390835579514, 30.0)",False
"(119.98195318541386, 29.93586517911888)",False
"(119.95667857812836, 30.04697497648519)",False
"(120.05029645773567, 29.97700555171495)",False
"(120.04543246282888, 30.01000744984922)",False
"(120.01051388979806, 29.93635782480257)",False
"(120.05215240008923, 30.01956679552443)",False
"(119.98604859677322, 30.04958053637216)",False
"(120.0437433272744, 29.96794509779296)",False
"(120.03269018666535, 30.0401968728475)",False
"(120.0612271930412, 30.01815243660532)",False
"(120.02530547086884, 30.00787419148734)",True
"(119.98142692897233, 30.06600503251622)",False
"(119.94346523717364, 30.00410711484437)",False
"(120.0512208187376, 30.0)",False
"(120.04024131384818, 30.04363510452988)",False
"(120.04312425300562, 29.97262463825129)",False
"(119.94506119655006, 29.98789857986849)",False
"(119.96076461827025, 30.02875150114928)",False
"(119.97634052570993, 29.94194287838818)",False
"(119.947803458946, 30.0)",False
"(120.0481378653732, 30.01060337132472)",False
"(119.99630058426125, 30.0678970029039)",False
"(120.05964906570021, 29.99566663852571)",False
"(119.99604084933117, 30.07266403222639)",False
"(119.95166029782804, 29.98935216990031)",False
"(120.01278699846716, 29.9424935219009)",False
"(119.95528707287903, 30.0242952531411)",False
"(120.03601222852458, 29.94276544309148)",False
"(120.01670204733949, 30.04871052975896)",False
"(119.99125191489888, 29.94704650939468)",False
"(119.94703728381289, 29.96637916221696)",False
"(119.94730557765604, 30.03861422210744)",False
"(119.99365483463501, 29.94200267623266)",False
"(119.95719957828283, 30.01956742339443)",False
"(120.02098372386021, 30.06119778520384)",False
"(120.05060649576257, 29.97250241251686)",False
"(119.96258158242652, 29.96860822837413)",False
"(120.05311056203692, 29.99225262415891)",False
"(119.99373022541494, 29.94269177781178)",False
"(120.02187704442724, 30.06380310161684)",False
"(119.97377362301012, 30.06435595058753)",False
"(120.02794489850633, 29.95558692284841)",False
"(120.05364553101079, 30.01590465040879)",False
"(119.9636026029948, 29.94215329138007)",False
"(119.98948611020194, 29.93635782480257)",False
"(120.0426753155727, 30.040765653299)",False
"(119.96402781443686, 29.96563752076827)",False
"(120.030065024817, 30.05470382082127)",False
"(120.02168871629394, 30.06325385379382)",False
"(119.95203708591582, 30.04581663897565)",False
"(120.01439418265305, 30.06473440593724)",False
"(120.02098372386021, 29.93880221479616)",False
"(120.0, 29.92944463019234)",False
"(119.93901782967814, 30.00443020832581)",False
"(119.99662684005065, 29.93809091298447)",False
"(120.01958546870634, 29.97066973161993)",True
"(119.95694672289757, 29.94706034801603)",False
"(119.98136319398078, 30.05435313861581)",False
"(119.94668004487947, 30.01174483493975)",False
"(120.00796262168565, 29.92721848503941)",False
"(119.97236918610588, 29.94196444622679)",False
"(119.97609549302871, 29.94979115327293)",False
"(120.02111365528047, 29.93842327752069)",False
"(119.95434066610486, 30.04361614086397)",False
"(120.02311190815178, 29.94328653097707)",False
"(119.99685891449273, 30.05764972278586)",False
"(120.02606056797114, 29.94526257895823)",False
"(119.94977284426596, 30.00732676586307)",False
"(119.94049108520888, 29.97767315088843)",False
"(120.01503045932715, 30.0675959086361)",False
"(120.0530494676644, 30.00385391651504)",False
"(120.01556225715842, 29.99438202997931)",True
"(119.99637664498162, 29.93349897292497)",False
"(120.01158908983368, 30.02704337132727)",True
"(119.96063312308877, 29.97500982808394)",False
"(119.93728530416983, 30.00914835582079)",False
"(120.05060649576257, 29.97250241251686)",False
"(120.05616565844178, 29.9876283394052)",False
"(120.04216548531852, 30.05184799552393)",False
"(120.04825744343212, 29.98569279205651)",False
"(120.00386765601144, 29.92901520943178)",False
"(119.99265882553725, 30.06710124128483)",False
"(120.04953345481971, 29.98908922092042)",False
"(119.93889725737316, 30.0)",False
"(119.99672255206958, 30.06015244226758)",False
"(120.05528741450864, 29.96995898462718)",False
"(120.05102343527224, 30.0)",False
"(120.04572997707857, 30.04958665955839)",False
"(119.95277718822877, 30.03460465189978)",False
"(120.05556746126169, 30.0)",False
"(120.03991910243636, 29.96186722305178)",False
"(119.9415423337967, 30.00424680916002)",False
"(120.04239083888163, 29.98061982898385)",False
"(119.95704484329397, 29.9589670280774)",False
"(120.02486490710761, 30.05222606395305)",False
"(119.95718453523044, 30.04089953101012)",False
"(120.03741841757348, 29.96860822837413)",False
"(120.02987435311967, 29.95252042337326)",False
"(119.94490585013291, 30.00400245777013)",False
"(119.9670887509556, 30.03568685151979)",False
"(119.95815020362197, 29.9772604599525)",False
"(119.99605091072142, 29.92752062889101)",False
"(119.95381882820271, 29.95588537276958)",False
"(120.03762449189203, 29.95920240967315)",False
"(119.9805154528242, 29.93075576096241)",False
"(119.94458724631471, 30.02533350769243)",False
"(120.00320378800892, 29.9411994706444)",False
"(120.05074359226144, 30.01504429316288)",False
"(120.04047872139846, 30.00319362310699)",True
"(120.04349037741633, 29.94652287584069)",False
"(119.96261763974782, 30.01378812405103)",True
"(120.04669717855923, 29.95539245660774)",False
"(119.96288035043771, 29.96454140422092)",False
"(120.03612582068538, 30.0444214355662)",False
"(119.96457337519413, 30.05630385168038)",False
"(119.95896697789077, 30.04449358228381)",False
"(120.03225332711982, 29.96034030327155)",False
"(120.0, 30.06478978033179)",False
"(120.0330925451129, 29.93978755482843)",False
"(119.9727962723053, 29.94286149486922)",False
"(120.02200170095999, 29.93583334500405)",False
"(120.01614674700399, 29.97144729375215)",True
"(119.94087201773125, 30.00862515258345)",False
"(119.99246700637346, 29.93114545560848)",False
"(119.94897003377291, 30.03739451658025)",False
"(120.04581736255645, 30.01718998479603)",False
"(120.04674557633422, 30.02967418501451)",False
"(119.96502551194322, 30.02343748447917)",True
"(120.05337262814331, 30.03911120809202)",False
"(119.96804122998267, 29.96070249986947)",False
"(120.04994924064897, 30.02714046079984)",False
"(120.04853111651671, 29.97781262738572)",False
"(120.0244296857139, 30.04445022607323)",False
"(119.96134490702411, 29.95246849235931)",False
"(119.94246968340133, 30.0)",False
"(119.9487791812624, 30.0)",False
"(120.05250124946389, 30.01969767855898)",False
"(119.98346250886412, 30.04823061135793)",False
"(119.95308895208167, 30.02977922670587)",False
"(120.00782203471388, 30.07149649437392)",False
"(119.94020388373002, 29.99127738497177)",False
"(120.05311349606819, 29.98425308555929)",False
"(120.0, 29.93500289184124)",False
"(120.01969301935151, 30.04832398240877)",False
"(119.95330091135833, 29.97865019074756)",False
"(119.97402945153091, 30.05454834475644)",False
"(119.99007550261643, 30.06007449320489)",False
"(120.00382628951716, 29.92977442688134)",False
"(120.05101200257714, 30.0074412535137)",False
"(119.95432996182141, 30.0066620072708)",False
"(119.99116638020796, 30.01982100654058)",True
"(120.00734117446275, 30.06710124128483)",False
"(119.99383217976386, 30.05637631907083)",False
"(120.00287664047033, 30.05279624680253)",False
"(120.00731955092694, 29.93309640639423)",False
"(120.03478689242733, 30.0332302263501)",False
"(120.0455025383912, 29.99669434978516)",False
"(120.00361235846792, 30.0662992025517)",False
"(120.01442676912829, 29.94873010693827)",False
"(120.03495395948639, 29.95121150181157)",False
"(119.97168331266523, 30.04500396446211)",False
"(120.0454948599574, 29.95066828639585)",False
"(119.98173374400857, 30.0532724514528)",False
"(120.00374218497161, 29.93131803456873)",False
"(119.95129343049773, 29.95347298317381)",False
"(120.04964186049749, 29.98137512114218)",False
"(120.04148717590186, 30.05101392511461)",False
"(119.95253932922277, 30.04533687037293)",False
"(120.03998715904092, 29.94418619621082)",False
"(119.97091344274652, 29.99939171651755)",True
"(119.94646584010302, 30.02008521100628)",False
"(120.05668099944248, 30.02126585783806)",False
"(119.96001284095908, 30.05581380378918)",False
"(119.94033897929503, 29.98231189701238)",False
"(120.03823269063335, 30.03652182977751)",False
"(120.04670058906483, 30.01028678116693)",False
"(120.05950891479112, 30.02232684911157)",False
"(120.0289551881282, 30.06081725945772)",False
"(119.94982296235702, 30.03676949456989)",False
"(120.01718626492624, 30.05012272161123)",False
"(119.96977841892577, 30.06347718168077)",False
"(120.02246978506726, 29.94486221340986)",False
"(120.04793517872403, 30.01055872535242)",False
"(120.05493845605646, 29.97488333088405)",False
"(120.04357856839414, 29.96806583231691)",False
"(120.04284892045764, 29.96405236745302)",False
"(120.02983160885138, 30.06265808695572)",False
"(120.04021812610921, 30.03841841971879)",False
"(120.04312425300562, 29.97262463825129)",False
"(119.95761082353448, 29.94787694686674)",False
"(119.99638764153208, 30.0662992025517)",False
"(120.05323767817225, 30.03901231739498)",False
"(119.95098328198861, 30.03591921786171)",False
"(119.94380415355657, 30.02108383573526)",False
"(119.95374166554035, 30.0388079230849)",False
"(120.04021390373094, 30.04944826995093)",False
"(120.01898357521526, 29.93253611653722)",False
"(119.98886423273284, 30.06740649416973)",False
"(119.94488425952693, 29.98785960578971)",False
"(120.02957928971689, 30.0538200175966)",False
"(119.98180875975054, 30.05305367249372)",False
"(120.04383709886845, 29.97217212227696)",False
"(120.00680326695048, 30.06218455364132)",False
"(119.95204140647661, 30.01799334242538)",False
"(119.94429353163957, 30.02090022844455)",False
"(119.94407053190481, 30.0)",False
"(120.03452960263135, 29.94512179368508)",False
"(119.99656837538679, 29.93701788531409)",False
"(119.94348870347473, 30.01244779460935)",False
"(119.95815243582418, 29.9734350828647)",False
"(119.96014041069749, 30.04901259388172)",False
"(120.05009671919018, 30.04202809391752)",False
"(120.0311999507414, 29.94323116227648)",False
"(120.03255482156308, 29.94826033090048)",False
"(120.05269442234396, 30.03861422210744)",False
"(119.94344777935018, 29.99175058046425)",False
"(120.02733972379075, 29.95025491045974)",False
"(119.97527810079463, 29.99153642475415)",True
"(119.94700134144898, 30.02879739503864)",False
"(120.02623883659308, 30.00025136561455)",True
"(119.95067344461188, 29.96868740433853)",False
"(120.01408885879462, 30.05006902635916)",False
"(120.01034402580012, 30.06261396256401)",False
"(120.0324739383217, 29.94091312034086)",False
"(119.94382318662485, 29.96947572012188)",False
"(120.0604568668951, 30.00881900044073)",False
"(120.04690164649107, 30.0)",False
"(119.95072722908695, 30.01848640200121)",False
"(119.94107766663734, 29.97306198868989)",False
"(120.03138511527942, 30.05710574773014)",False
"(119.95259600284018, 30.03009215186675)",False
"(120.06029237183937, 29.98212471610675)",False
"(120.0149471874436, 29.93277858681416)",False
"(119.99348231325139, 29.94042576247762)",False
"(120.03344089729242, 30.06084627785015)",False
"(119.95054233999116, 29.98144423039296)",False
"(120.06131091755739, 29.99554590897648)",False
"(119.98822951238542, 30.05293496280315)",False
"(120.03572375964573, 29.96126344203813)",False
"(119.94502714810382, 30.03489687593709)",False
"(120.0477124532909, 30.04557738596188)",False
"(120.05165039306337, 29.98862292101088)",False
"(120.05108174755672, 29.98874817707308)",False
"(120.05092275217793, 30.00369941573875)",False
"(120.00320378800892, 30.0588005293556)",False
"(119.94744226899483, 30.0385140553444)",False
"(120.02350936393799, 29.95062110872937)",False
"(120.0547677877582, 29.992010880332)",False
"(120.00682652605063, 29.93760284897393)",False
"(120.0338275748662, 29.95840455915545)",False
"(119.94970354226433, 29.97700555171495)",False
"(120.04995096702135, 29.96829102658939)",False
"(119.97186523915848, 29.94090595984719)",False
"(120.01408885879462, 29.94993097364084)",False
"(120.01435076118865, 29.93546087175033)",False
"(120.03831155325388, 29.94652499533706)",False
"(119.97521709568403, 29.95490708671011)",False
"(119.96021585409329, 30.00267234545929)",True
"(120.03239960146263, 29.9601604397786)",False
"(119.99398835246026, 30.05494883879006)",False
"(120.02594587291442, 30.06366763186068)",False
"(119.94162426366897, 29.98714152354134)",False
"(119.96518848696137, 30.0377473761422)",False
"(120.02249341979731, 30.06560072380032)",False
"(119.93965599223786, 29.98670797060562)",False
"(119.95088573655407, 29.99643196662753)",False
"(120.04903070959257, 29.95886622315972)",False
"(119.97153423058512, 29.94021071192824)",False
"(119.98740973631823, 29.94337828971071)",False
"(120.02547465310546, 30.0463515619045)",False
"(119.96369626654737, 30.03467919080454)",False
"(119.98509462295283, 30.06703338089252)",False
"(119.9451637214028, 30.0)",False
"(119.99039108990176, 29.9667652271464)",True
"(120.051328127729, 29.96741680222768)",False
"(120.04010784311949, 29.95650962258367)",False
"(120.04182770562952, 30.0514326510859)",False
"(119.98908922092042, 29.93395539357371)",False
"(119.93728530416983, 30.00914835582079)",False
"(120.05145112852401, 30.03770314230862)",False
"(119.9522320974645, 30.01792179803698)",False
"(120.00386765601144, 30.07098479056822)",False
"(120.06159612742633, 29.99101481266202)",False
"(119.94018512476131, 30.02244164086623)",False
"(120.00601164753974, 30.05494883879006)",False
"(119.94065717367424, 29.98240623423429)",False
"(120.05221284586912, 29.98849902902054)",False
"(120.04487970683171, 30.03288763574263)",False
"(120.01857307102767, 29.93399496748378)",False
"(119.9385253680856, 29.99553401552133)",False
"(119.95857679774558, 30.04491666865433)",False
